presidente de los Estados Unidos	SPA_NW_001375_20150622_F0010003M:5694-5725	m.060d2	ORG
gobierno	SPA_NW_001450_20150626_F00100041:319-326	m.01bqks	ORG
Gobierno	SPA_NW_001450_20150626_F00100041:681-688	m.01bqks	ORG
Gobierno	SPA_NW_001374_20150309_F0010003D:1337-1344	m.01bqks	ORG
Gobierno	SPA_NW_001374_20150309_F0010003D:1432-1439	m.01bqks	ORG
gobierno	SPA_NW_001365_20141018_F0010002P:448-455	m.01bqks	ORG
gobierno	SPA_NW_001365_20141018_F0010002P:823-830	m.01bqks	ORG
gobierno	SPA_NW_001365_20141018_F0010002P:1666-1673	m.01bqks	ORG
gobierno	SPA_NW_001365_20141018_F0010002P:1787-1794	m.01bqks	ORG
gobierno	SPA_NW_001365_20141018_F0010002P:2733-2740	m.01bqks	ORG
gobierno	SPA_NW_001365_20141018_F0010002P:3995-4002	m.01bqks	ORG
Gobierno	SPA_NW_001113_20150629_F00100042:242-249	m.01bqks	ORG
Gobierno	SPA_NW_001113_20150629_F00100042:397-404	m.01bqks	ORG
gobierno	SPA_NW_001461_20140602_F0010004O:488-495	m.01bqks	ORG
gobierno	SPA_NW_001461_20140602_F0010004O:930-937	m.01bqks	ORG
gobierno	SPA_DF_001258_20150429_F001000BO:1133-1140	m.01bqks	ORG
gobierno	SPA_DF_001258_20150429_F001000BO:1955-1962	m.01bqks	ORG
gobierno	SPA_DF_001258_20150429_F001000BO:2297-2304	m.01bqks	ORG
Gobierno	SPA_NW_001363_20150801_F0010002L:1060-1067	m.01bqks	ORG
Gobierno	SPA_NW_001363_20150801_F0010002L:1406-1413	m.01bqks	ORG
gobierno	SPA_NW_001443_20150810_F0010003G:1951-1958	m.01bqks	ORG
Gobierno	SPA_NW_001443_20150810_F0010003G:2141-2148	m.01bqks	ORG
Gobierno	SPA_NW_001465_20150626_F0010003Z:1027-1034	m.01bqks	ORG
KGB	SPA_DF_001251_20141001_F00100080:723-725	m.04b6p	ORG
KGB	SPA_DF_001251_20141001_F00100080:979-981	m.04b6p	ORG
KGB	SPA_DF_001251_20141001_F00100080:1047-1049	m.04b6p	ORG
KGB	SPA_DF_001251_20141001_F00100080:1414-1416	m.04b6p	ORG
KGB	SPA_DF_001251_20141001_F00100080:1482-1484	m.04b6p	ORG
KGB	SPA_DF_001251_20141001_F00100080:2785-2787	m.04b6p	ORG
KGB	SPA_DF_001251_20141001_F00100080:2942-2944	m.04b6p	ORG
KGB	SPA_DF_001251_20141001_F00100080:3541-3543	m.04b6p	ORG
KGB	SPA_DF_001251_20141001_F00100080:4357-4359	m.04b6p	ORG
IRAK	SPA_DF_001258_20150429_F001000BP:890-893	m.0d05q4	GPE
Irak	SPA_NW_001449_20150626_F0010003Y:2176-2179	m.0d05q4	GPE
Irak	SPA_NW_001368_20150108_F0010002T:7433-7436	m.0d05q4	GPE
Irak	SPA_NW_001368_20150108_F0010002T:7505-7508	m.0d05q4	GPE
Irak	SPA_NW_001375_20150622_F0010003M:4243-4246	m.0d05q4	GPE
irak	SPA_DF_000386_20150505_F0010007M:1973-1976	m.0d05q4	GPE
alemán	SPA_NW_001442_20150420_F0010003E:2678-2683	m.0345h	GPE
alemán	SPA_NW_001442_20150420_F0010003E:3370-3375	m.0345h	GPE
alemán	SPA_NW_001451_20150625_F00100045:2572-2577	m.0345h	GPE
alemán	SPA_NW_001442_20150625_F0010003F:5113-5118	m.0345h	GPE
alemán	SPA_NW_001368_20150108_F0010002T:4383-4388	m.0345h	GPE
mexicanos	SPA_DF_000404_20150625_F001000AW:1932-1940	m.0b90_r	GPE
mexicanos	SPA_DF_000404_20150625_F001000AW:2070-2078	m.0b90_r	GPE
mexicanos	SPA_DF_001258_20150704_F001000BJ:2804-2812	m.0b90_r	GPE
mexicanos	SPA_DF_001258_20150704_F001000BJ:3373-3381	m.0b90_r	GPE
mexicanos	SPA_DF_001258_20150704_F001000BJ:3401-3409	m.0b90_r	GPE
MEXICANOS	SPA_DF_000404_20150430_F001000AX:1923-1931	m.0b90_r	GPE
MEXICANOS	SPA_DF_000404_20150430_F001000AX:2491-2499	m.0b90_r	GPE
mexicanos	SPA_DF_000404_20150618_F001000AZ:1618-1626	m.0b90_r	GPE
Gibson	SPA_NW_001096_20150615_F0010003P:6743-6748	m.01chbr	ORG
Shanghái	SPA_NW_001371_20150528_F0010002Z:1361-1368	m.06wjf	GPE
Shanghái	SPA_NW_001371_20150727_F0010002Y:753-760	m.06wjf	GPE
Twitter	SPA_NW_001369_20150110_F0010002W:1509-1515	m.0289n8t	ORG
Twitter	SPA_NW_001457_20150620_F0010004K:511-517	m.0289n8t	ORG
Twitter	SPA_NW_001117_20150613_F0010003N:854-860	m.0289n8t	ORG
twitter	SPA_DF_000386_20150505_F0010007M:814-820	m.0289n8t	ORG
twitter	SPA_DF_000386_20150505_F0010007M:1228-1234	m.0289n8t	ORG
twitter	SPA_DF_000386_20150505_F0010007M:3740-3746	m.0289n8t	ORG
twitter	SPA_DF_000386_20150505_F0010007M:5886-5892	m.0289n8t	ORG
Twitter	SPA_NW_001372_20150721_F00100030:1579-1585	m.0289n8t	ORG
Twitter	SPA_DF_001258_20150711_F001000CG:1015-1021	m.0289n8t	ORG
TWITTER	SPA_DF_001258_20140502_F001000CA:3744-3750	m.0289n8t	ORG
Twitter	SPA_NW_001453_20150624_F00100048:3966-3972	m.0289n8t	ORG
Twitter	SPA_NW_001455_20150622_F0010004H:3042-3048	m.0289n8t	ORG
Twitter	SPA_NW_001362_20150527_F0010002I:1760-1766	m.0289n8t	ORG
Senado	SPA_NW_001452_20150523_F00100046:481-486	m.0frwk1	ORG
Senado	SPA_NW_001452_20150523_F00100046:836-841	m.0frwk1	ORG
Senado	SPA_NW_001452_20150523_F00100046:1727-1732	m.0frwk1	ORG
Senado	SPA_NW_001452_20150523_F00100046:1881-1886	m.0frwk1	ORG
Senado	SPA_NW_001456_20150707_F0010004B:488-493	m.0frwk1	ORG
Senado	SPA_NW_001456_20150707_F0010004B:762-767	m.0frwk1	ORG
Senado	SPA_NW_001465_20150602_F0010004P:368-373	m.0frwk1	ORG
Senado	SPA_NW_001465_20150602_F0010004P:1321-1326	m.0frwk1	ORG
Senado	SPA_NW_001460_20150602_F0010004L:595-600	m.0frwk1	ORG
Senado	SPA_NW_001460_20150602_F0010004L:921-926	m.0frwk1	ORG
Senado	SPA_NW_001460_20150602_F0010004L:1157-1162	m.0frwk1	ORG
Senado	SPA_NW_001460_20150602_F0010004L:1597-1602	m.0frwk1	ORG
Senado	SPA_NW_001460_20150602_F0010004L:2465-2470	m.0frwk1	ORG
Senado	SPA_NW_001451_20150603_F00100044:613-618	m.0frwk1	ORG
Senado	SPA_NW_001451_20150603_F00100044:1369-1374	m.0frwk1	ORG
Asia	SPA_NW_001446_20150426_F0010003S:1120-1123	m.0j0k	LOC
Asia	SPA_DF_000386_20150708_F0010007Z:162-165	m.0j0k	LOC
Asia	SPA_DF_000386_20150708_F0010007Z:315-318	m.0j0k	LOC
Asia	SPA_DF_000386_20150708_F0010007Z:3753-3756	m.0j0k	LOC
Asia	SPA_NW_001367_20150529_F00100035:1971-1974	m.0j0k	LOC
ASIA	SPA_DF_001258_20150705_F001000BS:4400-4403	m.0j0k	LOC
SUSA	SPA_NW_001465_20150626_F0010003Z:324-327	m.03yv6r	GPE
Susa	SPA_NW_001465_20150626_F0010003Z:485-488	m.03yv6r	GPE
Susa	SPA_NW_001465_20150626_F0010003Z:928-931	m.03yv6r	GPE
Susa	SPA_NW_001465_20150626_F0010003Z:1150-1153	m.03yv6r	GPE
Susa	SPA_NW_001450_20150626_F00100041:1320-1323	m.03yv6r	GPE
Susa	SPA_NW_001449_20150627_F0010003X:641-644	m.03yv6r	GPE
Susa	SPA_NW_001449_20150627_F0010003X:1062-1065	m.03yv6r	GPE
Susa	SPA_NW_001449_20150627_F0010003X:1582-1585	m.03yv6r	GPE
Susa	SPA_NW_001113_20150629_F00100042:1291-1294	m.03yv6r	GPE
Susa	SPA_DF_001258_20150627_F001000B8:1527-1530	m.03yv6r	GPE
Susa	SPA_NW_001113_20150626_F00100043:771-774	m.03yv6r	GPE
Himalaya	SPA_NW_001446_20150425_F0010003R:313-320	m.09glw	LOC
Himalaya	SPA_NW_001446_20150425_F0010003R:407-414	m.09glw	LOC
Himalaya	SPA_NW_001446_20150425_F0010003R:1225-1232	m.09glw	LOC
France	SPA_DF_000386_20150527_F0010007L:4676-4681	m.0f8l9c	GPE
France	SPA_DF_000386_20150527_F0010007L:5137-5142	m.0f8l9c	GPE
France	SPA_DF_000386_20150527_F0010007L:5938-5943	m.0f8l9c	GPE
France	SPA_DF_001258_20150118_F001000BF:2938-2943	m.0f8l9c	GPE
Parlamento	SPA_NW_001443_20150810_F0010003H:445-454	m.09ryyj	ORG
Parlamento	SPA_NW_001443_20150810_F0010003H:666-675	m.09ryyj	ORG
Parlamento	SPA_NW_001443_20150810_F0010003H:1980-1989	m.09ryyj	ORG
Parlamento	SPA_NW_001456_20150707_F0010004B:1236-1245	m.09ryyj	ORG
Parlamento	SPA_NW_001455_20150622_F0010004H:2136-2145	m.09ryyj	ORG
parlamento	SPA_NW_001455_20150622_F0010004H:2601-2610	m.09ryyj	ORG
parlamento	SPA_NW_001455_20150622_F0010004H:3085-3094	m.09ryyj	ORG
parlamento	SPA_NW_001453_20150624_F00100048:1077-1086	m.09ryyj	ORG
parlamento	SPA_NW_001453_20150624_F00100048:2194-2203	m.09ryyj	ORG
Parlamento	SPA_NW_001453_20150623_F00100047:402-411	m.09ryyj	ORG
Parlamento	SPA_NW_001442_20150625_F0010003F:5021-5030	m.09ryyj	ORG
Parlamento	SPA_NW_001444_20150717_F0010003I:1914-1923	m.09ryyj	ORG
PARLAMENTO	SPA_DF_001502_20150711_F001000BV:16440-16449	m.09ryyj	ORG
Dukku	SPA_NW_001364_20150328_F0010002N:1933-1937	m.09gczgc	GPE
Irlanda	SPA_NW_001442_20150625_F0010003F:4442-4448	m.012wgb	LOC
irlanda	SPA_DF_001502_20150711_F001000BV:8828-8834	m.012wgb	LOC
irlanda	SPA_DF_001502_20150711_F001000BV:12339-12345	m.012wgb	LOC
Israel	SPA_DF_000386_20150602_F0010007X:2235-2240	m.03spz	GPE
Israel	SPA_DF_000386_20150602_F0010007X:3876-3881	m.03spz	GPE
Colombia	SPA_DF_000386_20150428_F0010007O:8216-8223	m.01ls2	GPE
Colombia	SPA_DF_000386_20150428_F0010007O:12022-12029	m.01ls2	GPE
Colombia	SPA_NW_001451_20150625_F00100045:3056-3063	m.01ls2	GPE
Argentina	SPA_NW_001459_20150622_F0010004I:324-332	m.0jgd	GPE
Argentina	SPA_NW_001459_20150622_F0010004I:1330-1338	m.0jgd	GPE
Argentina	SPA_NW_001457_20150620_F0010004K:2318-2326	m.0jgd	GPE
argentina	SPA_NW_001457_20150623_F0010004D:2313-2321	m.0jgd	GPE
argentina	SPA_NW_001078_20150528_F0010003A:1755-1763	m.0jgd	GPE
Argentina	SPA_NW_001078_20150528_F0010003A:1928-1936	m.0jgd	GPE
argentina	SPA_NW_001078_20150528_F0010003A:2176-2184	m.0jgd	GPE
Argentina	SPA_DF_000386_20150527_F0010007L:2542-2550	m.0jgd	GPE
Argentina	SPA_DF_000386_20150527_F0010007L:2649-2657	m.0jgd	GPE
Argentina	SPA_NW_001122_20150724_F0010003B:2003-2011	m.0jgd	GPE
argentina	SPA_NW_001375_20150727_F00100036:550-558	m.0jgd	GPE
Argentina	SPA_NW_001451_20150625_F00100045:3093-3101	m.0jgd	GPE
Argentina	SPA_DF_000386_20150528_F0010007Q:6476-6484	m.0jgd	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:656-660	m.06bnz	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:1232-1236	m.06bnz	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:1712-1716	m.06bnz	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:2385-2389	m.06bnz	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:2543-2547	m.06bnz	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:3030-3034	m.06bnz	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:4888-4892	m.06bnz	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:5126-5130	m.06bnz	GPE
Rusia	SPA_DF_000386_20150528_F0010007Q:5305-5309	m.06bnz	GPE
RUSIA	SPA_DF_000404_20141114_F001000B0:135-139	m.06bnz	GPE
RUSIA	SPA_DF_000404_20141114_F001000B0:362-366	m.06bnz	GPE
rusia	SPA_DF_000404_20141114_F001000B0:1057-1061	m.06bnz	GPE
Rusia	SPA_DF_001258_20150527_F001000B4:1485-1489	m.06bnz	GPE
Rusia	SPA_NW_001461_20140602_F0010004O:1695-1699	m.06bnz	GPE
rusia	SPA_DF_000386_20150602_F0010007X:2903-2907	m.06bnz	GPE
rusia	SPA_DF_000386_20150602_F0010007X:3017-3021	m.06bnz	GPE
Rusia	SPA_DF_001258_20150607_F001000CI:2088-2092	m.06bnz	GPE
Rusia	SPA_DF_001251_20140901_F001000BT:2079-2083	m.06bnz	GPE
Rusia	SPA_DF_001251_20140901_F001000BT:3935-3939	m.06bnz	GPE
Rusia	SPA_DF_001251_20140901_F001000BT:4635-4639	m.06bnz	GPE
Rusia	SPA_DF_000386_20150628_F0010007U:3100-3104	m.06bnz	GPE
Rusia	SPA_DF_000386_20150628_F0010007U:3213-3217	m.06bnz	GPE
Rusia	SPA_NW_001451_20150625_F00100045:5477-5481	m.06bnz	GPE
RUSIA	SPA_DF_001258_20150703_F001000B9:3163-3167	m.06bnz	GPE
Irán	SPA_DF_001258_20150107_F001000BD:94-97	m.03shp	GPE
Irán	SPA_DF_001258_20150107_F001000BD:3271-3274	m.03shp	GPE
Irán	SPA_NW_001451_20150625_F00100045:3737-3740	m.03shp	GPE
Irán	SPA_NW_001451_20150625_F00100045:5471-5474	m.03shp	GPE
irán	SPA_DF_001251_20141001_F00100080:3926-3929	m.03shp	GPE
irán	SPA_NW_001448_20150612_F0010003W:423-426	m.03shp	GPE
Irán	SPA_DF_000386_20150823_F0010007R:1768-1771	m.03shp	GPE
Irán	SPA_DF_000386_20150823_F0010007R:10257-10260	m.03shp	GPE
CIA	SPA_DF_000386_20150107_F0010007W:4082-4084	m.0d6qjf	ORG
CIA	SPA_DF_000386_20150527_F0010007L:7618-7620	m.0d6qjf	ORG
Canadá	SPA_NW_001451_20150625_F00100045:1487-1492	m.0d060g	GPE
Canadá	SPA_NW_001451_20150625_F00100045:5094-5099	m.0d060g	GPE
Canadá	SPA_NW_001367_20150529_F00100035:2198-2203	m.0d060g	GPE
nazi	SPA_DF_001258_20150620_F001000B6:2147-2150	m.05g9h	ORG
nazi	SPA_DF_001258_20150707_F001000CF:608-611	m.05g9h	ORG
nazi	SPA_NW_001454_20150719_F00100049:1241-1244	m.05g9h	ORG
América	SPA_DF_001258_20150607_F001000CI:1604-1610	m.07c5l	LOC
América	SPA_NW_001457_20150623_F0010004D:1130-1136	m.07c5l	LOC
América	SPA_NW_001122_20150724_F0010003B:1776-1782	m.07c5l	LOC
América	SPA_NW_001362_20150430_F0010002J:2111-2117	m.07c5l	LOC
América	SPA_NW_001078_20150528_F0010003A:4089-4095	m.07c5l	LOC
América	SPA_NW_001078_20150528_F0010003A:4307-4313	m.07c5l	LOC
Iran	SPA_DF_001258_20150107_F001000BD:1060-1063	m.03shp	GPE
Iran	SPA_DF_001258_20150107_F001000BD:3556-3559	m.03shp	GPE
Iran	SPA_DF_001258_20150107_F001000BD:4315-4318	m.03shp	GPE
Iran	SPA_DF_001258_20150107_F001000BD:4530-4533	m.03shp	GPE
Iran	SPA_DF_001258_20150703_F001000B9:3114-3117	m.03shp	GPE
iran	SPA_DF_000404_20150428_F001000C1:586-589	m.03shp	GPE
Iran	SPA_DF_000386_20150823_F0010007R:327-330	m.03shp	GPE
Iran	SPA_DF_000386_20150823_F0010007R:3583-3586	m.03shp	GPE
Iran	SPA_DF_000386_20150823_F0010007R:8816-8819	m.03shp	GPE
iran	SPA_DF_000386_20150505_F0010007M:1979-1982	m.03shp	GPE
Ebay	SPA_DF_001258_20150623_F001000B7:94-97	m.0z90c	ORG
Ebay	SPA_DF_001258_20150623_F001000B7:247-250	m.0z90c	ORG
Ebay	SPA_DF_001255_20150626_F00100085:94-97	m.0z90c	ORG
Ebay	SPA_DF_001255_20150626_F00100085:346-349	m.0z90c	ORG
Winchester	SPA_NW_001362_20150527_F0010002I:3849-3858	m.058pnp	ORG
central	SPA_NW_001371_20150528_F0010002Z:1758-1764	m.01dfnb	LOC
central	SPA_NW_001442_20150420_F0010003E:1090-1096	m.01dfnb	LOC
central	SPA_NW_001442_20150420_F0010003E:1190-1196	m.01dfnb	LOC
central	SPA_NW_001442_20150420_F0010003E:4278-4284	m.01dfnb	LOC
central	SPA_DF_000386_20150708_F0010007Z:1958-1964	m.01dfnb	LOC
Central	SPA_DF_000386_20150708_F0010007Z:3623-3629	m.01dfnb	LOC
central	SPA_DF_001258_20140123_F001000BK:1417-1423	m.01dfnb	LOC
Central	SPA_NW_001367_20150529_F00100035:2247-2253	m.01dfnb	LOC
CENTRAL	SPA_DF_001258_20150705_F001000BS:4291-4297	m.01dfnb	LOC
UEFA	SPA_NW_001367_20150529_F00100035:1792-1795	m.07y9k	ORG
UEFA	SPA_DF_000404_20150530_F001000C5:5610-5613	m.07y9k	ORG
UEFA	SPA_DF_000404_20150530_F001000C5:5840-5843	m.07y9k	ORG
africa	SPA_DF_000386_20150505_F0010007M:570-575	m.0dg3n1	LOC
africa	SPA_DF_000386_20150505_F0010007M:984-989	m.0dg3n1	LOC
africa	SPA_DF_000386_20150505_F0010007M:3496-3501	m.0dg3n1	LOC
africa	SPA_DF_000386_20150505_F0010007M:5067-5072	m.0dg3n1	LOC
africa	SPA_DF_000386_20150505_F0010007M:5642-5647	m.0dg3n1	LOC
Africa	SPA_DF_000386_20150505_F0010007M:7661-7666	m.0dg3n1	LOC
Africa	SPA_DF_000386_20150505_F0010007M:9104-9109	m.0dg3n1	LOC
Africa	SPA_DF_000386_20150428_F0010007O:2924-2929	m.0dg3n1	LOC
Africa	SPA_DF_000386_20150428_F0010007O:5227-5232	m.0dg3n1	LOC
DAESH	SPA_NW_001449_20150626_F0010003Y:1377-1381	m.07v2k4	ORG
Ferguson	SPA_NW_001361_20150429_F0010002G:1817-1824	m.011q36c2	GPE
NY	SPA_DF_000404_20150618_F001000AZ:2850-2851	m.02_286	GPE
NY	SPA_DF_000404_20150430_F001000AX:2854-2855	m.02_286	GPE
Interpol	SPA_NW_001376_20150603_F00100038:230-237	m.03zzx	ORG
Interpol	SPA_NW_001376_20150603_F00100038:480-487	m.03zzx	ORG
Interpol	SPA_NW_001376_20150603_F00100038:1926-1933	m.03zzx	ORG
interpol	SPA_DF_000386_20150527_F0010007L:5611-5618	m.03zzx	ORG
interpol	SPA_DF_000386_20150527_F0010007L:6672-6679	m.03zzx	ORG
Charleston	SPA_NW_001454_20150621_F0010004G:306-315	m.0gkgp	GPE
Charleston	SPA_NW_001454_20150621_F0010004G:490-499	m.0gkgp	GPE
Charleston	SPA_NW_001454_20150621_F0010004G:1071-1080	m.0gkgp	GPE
Charleston	SPA_NW_001454_20150621_F0010004G:1515-1524	m.0gkgp	GPE
Charleston	SPA_DF_000404_20150618_F001000AU:135-144	m.0gkgp	GPE
Charleston	SPA_DF_000404_20150619_F001000AT:124-133	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150623_F00100047:686-695	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150623_F00100047:1541-1550	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150623_F00100047:1885-1894	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150623_F00100047:1950-1959	m.0gkgp	GPE
Charleston	SPA_NW_001456_20150707_F0010004B:718-727	m.0gkgp	GPE
Charleston	SPA_NW_001456_20150707_F0010004B:894-903	m.0gkgp	GPE
Charleston	SPA_NW_001456_20150707_F0010004B:1407-1416	m.0gkgp	GPE
Charleston	SPA_NW_001457_20150620_F0010004K:297-306	m.0gkgp	GPE
Charleston	SPA_NW_001457_20150620_F0010004K:638-647	m.0gkgp	GPE
Charleston	SPA_NW_001457_20150620_F0010004K:845-854	m.0gkgp	GPE
Charleston	SPA_NW_001457_20150620_F0010004K:2392-2401	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150624_F00100048:416-425	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150624_F00100048:492-501	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150624_F00100048:1200-1209	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150624_F00100048:1799-1808	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150624_F00100048:3187-3196	m.0gkgp	GPE
Charleston	SPA_NW_001453_20150624_F00100048:3929-3938	m.0gkgp	GPE
Charleston	SPA_NW_001459_20150622_F0010004I:312-321	m.0gkgp	GPE
Charleston	SPA_NW_001459_20150622_F0010004I:554-563	m.0gkgp	GPE
Charleston	SPA_NW_001455_20150627_F0010004A:299-308	m.0gkgp	GPE
Charleston	SPA_NW_001455_20150627_F0010004A:567-576	m.0gkgp	GPE
Charleston	SPA_NW_001455_20150622_F0010004H:265-274	m.0gkgp	GPE
Charleston	SPA_NW_001455_20150622_F0010004H:1421-1430	m.0gkgp	GPE
Charleston	SPA_NW_001455_20150622_F0010004H:3359-3368	m.0gkgp	GPE
Inec	SPA_NW_001364_20150328_F0010002N:1629-1632	m.02q2wn5	ORG
Siria	SPA_NW_001449_20150626_F0010003Y:1496-1500	m.06vbd	GPE
Siria	SPA_NW_001449_20150626_F0010003Y:2183-2187	m.06vbd	GPE
UE	SPA_NW_001374_20150309_F0010003D:294-295	m.0_6t_z8	ORG
UE	SPA_NW_001374_20150309_F0010003D:672-673	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:6265-6266	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:6354-6355	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:8008-8009	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:8079-8080	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:8457-8458	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:8546-8547	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:8821-8822	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:8896-8897	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:9545-9546	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:9620-9621	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150713_F0010007S:10194-10195	m.0_6t_z8	ORG
UE	SPA_NW_001364_20150414_F0010002M:1845-1846	m.0_6t_z8	ORG
UE	SPA_NW_001364_20150414_F0010002M:2122-2123	m.0_6t_z8	ORG
UE	SPA_NW_001102_20150706_F0010003C:1944-1945	m.0_6t_z8	ORG
UE	SPA_NW_001102_20150706_F0010003C:3205-3206	m.0_6t_z8	ORG
UE	SPA_NW_001102_20150706_F0010003C:4154-4155	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150705_F001000BS:1059-1060	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150705_F001000BS:1769-1770	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150705_F001000BS:2507-2508	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150705_F001000BS:2728-2729	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150628_F0010007U:2552-2553	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150628_F0010007U:2655-2656	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150628_F0010007U:3425-3426	m.0_6t_z8	ORG
UE	SPA_DF_000386_20150628_F0010007U:3542-3543	m.0_6t_z8	ORG
UE	SPA_NW_001444_20150717_F0010003I:1955-1956	m.0_6t_z8	ORG
UE	SPA_NW_001444_20150717_F0010003I:2620-2621	m.0_6t_z8	ORG
ue	SPA_DF_001258_20150429_F001000BN:3668-3669	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150628_F001000CJ:7314-7315	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150628_F001000CJ:8955-8956	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150628_F001000CJ:10107-10108	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150629_F001000C7:5106-5107	m.0_6t_z8	ORG
UE	SPA_DF_001258_20150629_F001000C7:5551-5552	m.0_6t_z8	ORG
republicanos	SPA_DF_001258_20150707_F001000CF:1605-1616	m.07wbk	ORG
Republicanos	SPA_DF_001258_20150707_F001000CF:1632-1643	m.07wbk	ORG
republicanos	SPA_DF_001258_20150707_F001000CF:3605-3616	m.07wbk	ORG
REPUBLICANOS	SPA_DF_000404_20150708_F001000AY:3402-3413	m.07wbk	ORG
REPUBLICANOS	SPA_DF_000404_20150708_F001000AY:3822-3833	m.07wbk	ORG
Republicanos	SPA_NW_001445_20150729_F0010003K:2298-2309	m.07wbk	ORG
republicanos	SPA_DF_001258_20150615_F001000B5:2800-2811	m.07wbk	ORG
republicanos	SPA_DF_001258_20150615_F001000B5:3065-3076	m.07wbk	ORG
republicanos	SPA_NW_001096_20150615_F0010003P:1749-1760	m.07wbk	ORG
republicanos	SPA_NW_001096_20150615_F0010003P:3652-3663	m.07wbk	ORG
republicanos	SPA_NW_001096_20150615_F0010003P:4010-4021	m.07wbk	ORG
republicanos	SPA_NW_001460_20150602_F0010004L:2524-2535	m.07wbk	ORG
republicanos	SPA_NW_001375_20150622_F0010003M:841-852	m.07wbk	ORG
republicanos	SPA_NW_001375_20150622_F0010003M:3361-3372	m.07wbk	ORG
republicanos	SPA_NW_001375_20150622_F0010003M:3676-3687	m.07wbk	ORG
republicanos	SPA_NW_001117_20150613_F0010003N:622-633	m.07wbk	ORG
republicanos	SPA_NW_001453_20150624_F00100048:2577-2588	m.07wbk	ORG
republicanos	SPA_NW_001453_20150624_F00100048:3334-3345	m.07wbk	ORG
republicanos	SPA_DF_000404_20150530_F001000C5:6415-6426	m.07wbk	ORG
republicanos	SPA_DF_000404_20150530_F001000C5:7486-7497	m.07wbk	ORG
Somalia	SPA_NW_001113_20150629_F00100042:344-350	m.06tgw	GPE
Somalia	SPA_NW_001113_20150629_F00100042:547-553	m.06tgw	GPE
Somalia	SPA_NW_001113_20150629_F00100042:1171-1177	m.06tgw	GPE
Somalia	SPA_NW_001113_20150629_F00100042:1699-1705	m.06tgw	GPE
Somalia	SPA_NW_001451_20150625_F00100045:3765-3771	m.06tgw	GPE
Somalia	SPA_DF_000386_20150505_F0010007M:5141-5147	m.06tgw	GPE
Uruguay	SPA_NW_001459_20150622_F0010004I:1321-1327	m.07twz	GPE
Uruguay	SPA_NW_001457_20150620_F0010004K:2309-2315	m.07twz	GPE
Uruguay	SPA_NW_001375_20150727_F00100036:4175-4181	m.07twz	GPE
Uruguay	SPA_DF_000386_20150527_F0010007L:2025-2031	m.07twz	GPE
Catar	SPA_DF_001258_20150607_F001000CI:2079-2083	m.0697s	GPE
Catar	SPA_DF_000386_20150528_F0010007Q:5029-5033	m.0697s	GPE
Catar	SPA_DF_000386_20150527_F0010007L:7077-7081	m.0697s	GPE
Bangladesh	SPA_NW_001362_20150527_F0010002I:3881-3890	m.0162b	GPE
miami	SPA_DF_000404_20150427_F001000C0:2616-2620	m.0f2v0	GPE
miami	SPA_DF_000404_20150427_F001000C0:2745-2749	m.0f2v0	GPE
miami	SPA_DF_000404_20150427_F001000C0:2876-2880	m.0f2v0	GPE
