Athens Water Supply and Sewerage Company	ENG_NW_001436_20140731_F0010006P:9150-9189	m.012w3pq1	ORG
National Guard	ENG_NW_001041_20150427_F00100063:2313-2326	m.09gs3	ORG
National Guard	ENG_NW_001041_20150427_F00100063:3797-3810	m.09gs3	ORG
National Guard	ENG_NW_001041_20150427_F00100063:4271-4284	m.09gs3	ORG
national guard	ENG_DF_001466_20150529_F001000CL:1789-1802	m.09gs3	ORG
National Guard	ENG_DF_001466_20150529_F001000CL:5827-5840	m.09gs3	ORG
National Guard	ENG_NW_001392_20150428_F00100055:2242-2255	m.09gs3	ORG
National Guard	ENG_NW_001418_20150428_F00100065:3751-3764	m.09gs3	ORG
National Guard	ENG_DF_001219_20150427_F0010008C:3697-3710	m.09gs3	ORG
Goldman Sachs	ENG_NW_001421_20150804_F00100069:440-452	m.01xdn1	ORG
Goldman Sachs	ENG_NW_001427_20150718_F0010006F:7817-7829	m.01xdn1	ORG
Goldman Sachs	ENG_DF_001498_20150617_F0010008M:13354-13366	m.01xdn1	ORG
Freddie Gray	ENG_NW_001437_20150426_F0010006R:270-281	NIL	PER
Freddie Gray	ENG_NW_001437_20150426_F0010006R:436-447	NIL	PER
Freddie Gray	ENG_NW_001437_20150426_F0010006R:548-559	NIL	PER
Freddie Gray	ENG_NW_001437_20150426_F0010006R:1329-1340	NIL	PER
Freddie Gray	ENG_NW_001437_20150426_F0010006R:2792-2803	NIL	PER
Freddie Gray	ENG_DF_001476_20150428_F001000D9:332-343	NIL	PER
Freddie Gray	ENG_DF_001476_20150428_F001000D9:629-640	NIL	PER
Freddie Gray	ENG_DF_001476_20150428_F001000D9:718-729	NIL	PER
Freddie Gray	ENG_DF_001476_20150428_F001000D9:3977-3988	NIL	PER
Freddie Gray	ENG_DF_001476_20150428_F001000D9:13628-13639	NIL	PER
Freddie Gray	ENG_DF_001476_20150428_F001000D9:14767-14778	NIL	PER
Freddie Gray	ENG_DF_001476_20150428_F001000D9:14955-14966	NIL	PER
Freddie Gray	ENG_DF_001476_20150428_F001000D9:15158-15169	NIL	PER
Freddie Gray	ENG_NW_001414_20150428_F00100060:236-247	NIL	PER
Freddie Gray	ENG_NW_001414_20150428_F00100060:1009-1020	NIL	PER
Freddie Gray	ENG_NW_001414_20150428_F00100060:5526-5537	NIL	PER
Freddie Gray	ENG_NW_001418_20150428_F00100065:454-465	NIL	PER
Freddie Gray	ENG_NW_001418_20150428_F00100065:848-859	NIL	PER
Freddie Gray	ENG_NW_001392_20150428_F00100055:929-940	NIL	PER
Freddie Gray	ENG_NW_001379_20150428_F0010004S:1206-1217	NIL	PER
Freddie Gray	ENG_NW_001041_20150427_F00100063:890-901	NIL	PER
Boko Haram	ENG_DF_001237_20150307_F0010008T:94-103	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:588-597	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:871-880	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:1289-1298	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:1754-1763	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:2038-2047	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:2583-2592	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:2603-2612	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:5379-5388	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:5420-5429	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:5604-5613	m.06zrg5s	ORG
Boko Haram	ENG_DF_001237_20150307_F0010008T:6875-6884	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:258-267	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:577-586	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:1029-1038	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:1507-1516	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:1865-1874	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:2655-2664	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:2873-2882	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:3347-3356	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:4201-4210	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:4650-4659	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:4896-4905	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:4936-4945	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:5703-5712	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150413_F0010006Z:5809-5818	m.06zrg5s	ORG
Boko Haram	ENG_NW_001405_20150629_F0010005N:318-327	m.06zrg5s	ORG
Boko Haram	ENG_NW_001405_20150629_F0010005N:524-533	m.06zrg5s	ORG
Boko Haram	ENG_NW_001405_20150629_F0010005N:915-924	m.06zrg5s	ORG
Boko Haram	ENG_NW_001405_20150629_F0010005N:1148-1157	m.06zrg5s	ORG
Boko Haram	ENG_NW_001405_20150629_F0010005N:2158-2167	m.06zrg5s	ORG
Boko Haram	ENG_NW_001405_20150629_F0010005N:2223-2232	m.06zrg5s	ORG
Boko Haram	ENG_NW_001405_20150629_F0010005N:2351-2360	m.06zrg5s	ORG
Boko Haram	ENG_NW_001405_20150629_F0010005N:2801-2810	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:7438-7447	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:308-317	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:723-732	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:989-998	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:1953-1962	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:2330-2339	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:2405-2414	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:3518-3527	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:3919-3928	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:4122-4131	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:4413-4422	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:4547-4556	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:4899-4908	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:5461-5470	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:5646-5655	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:5828-5837	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:6238-6247	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:7403-7412	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:7860-7869	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:10563-10572	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:10609-10618	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:12507-12516	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:12917-12926	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:14082-14091	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:14117-14126	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:14539-14548	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:17252-17261	m.06zrg5s	ORG
Boko Haram	ENG_NW_001399_20150719_F0010005E:17298-17307	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:325-334	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:575-584	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:1188-1197	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:1472-1481	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:1904-1913	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:2081-2090	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:2854-2863	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:3329-3338	m.06zrg5s	ORG
Boko Haram	ENG_NW_001463_20150720_F0010006Y:4036-4045	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:94-103	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:553-562	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:1979-1988	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:3215-3224	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:3838-3847	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:4277-4286	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:4651-4660	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:5291-5300	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:6644-6653	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:7027-7036	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:7459-7468	m.06zrg5s	ORG
boko haram	ENG_DF_000317_20150426_F001000DF:8024-8033	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:8235-8244	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:8625-8634	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:9064-9073	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:11852-11861	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:12108-12117	m.06zrg5s	ORG
Boko Haram	ENG_DF_000317_20150426_F001000DF:12547-12556	m.06zrg5s	ORG
Boko haram	ENG_DF_000317_20150426_F001000DF:12890-12899	m.06zrg5s	ORG
Boko Haram	ENG_NW_001400_20150714_F0010005F:252-261	m.06zrg5s	ORG
Boko Haram	ENG_NW_001400_20150714_F0010005F:380-389	m.06zrg5s	ORG
Boko Haram	ENG_NW_001400_20150714_F0010005F:713-722	m.06zrg5s	ORG
Boko Haram	ENG_NW_001400_20150714_F0010005F:1295-1304	m.06zrg5s	ORG
Boko Haram	ENG_NW_001400_20150714_F0010005F:1943-1952	m.06zrg5s	ORG
Boko Haram	ENG_NW_001400_20150714_F0010005F:3453-3462	m.06zrg5s	ORG
Boko Haram	ENG_NW_001400_20150714_F0010005F:3671-3680	m.06zrg5s	ORG
Boko Haram	ENG_DF_001230_20150715_F001000DD:112-121	m.06zrg5s	ORG
Boko Haram	ENG_DF_001230_20150715_F001000DD:444-453	m.06zrg5s	ORG
Boko Haram	ENG_DF_001230_20150715_F001000DD:4634-4643	m.06zrg5s	ORG
boko haram	ENG_DF_001230_20150715_F001000DD:4864-4873	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:94-103	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:596-605	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:785-794	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:878-887	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:1733-1742	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:2879-2888	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:3191-3200	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:5671-5680	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:5860-5869	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:5953-5962	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:7302-7311	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:8124-8133	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:8167-8176	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:8413-8422	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:8879-8888	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:9778-9787	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:12410-12419	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:12657-12666	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:14293-14302	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:15053-15062	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20150113_F001000DC:15779-15788	m.06zrg5s	ORG
Boko Haram	ENG_DF_000380_20150606_F001000D0:115-124	m.06zrg5s	ORG
Boko Haram	ENG_DF_000380_20150606_F001000D0:275-284	m.06zrg5s	ORG
Boko Haram	ENG_DF_000380_20150606_F001000D0:484-493	m.06zrg5s	ORG
Boko Haram	ENG_DF_000380_20150606_F001000D0:587-596	m.06zrg5s	ORG
Boko Haram	ENG_DF_000380_20150606_F001000D0:1503-1512	m.06zrg5s	ORG
Boko Haram	ENG_NW_001435_20150718_F0010006O:262-271	m.06zrg5s	ORG
Boko Haram	ENG_NW_001435_20150718_F0010006O:528-537	m.06zrg5s	ORG
Boko Haram	ENG_NW_001435_20150718_F0010006O:3633-3642	m.06zrg5s	ORG
Boko Haram	ENG_NW_001435_20150718_F0010006O:3727-3736	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20140226_F001000DB:94-103	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20140226_F001000DB:891-900	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20140226_F001000DB:1243-1252	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20140226_F001000DB:6320-6329	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20140226_F001000DB:10656-10665	m.06zrg5s	ORG
Boko Haram	ENG_DF_001478_20140226_F001000DB:12935-12944	m.06zrg5s	ORG
boko haram	ENG_DF_001230_20150107_F001000DZ:9524-9533	m.06zrg5s	ORG
Boko Haram	ENG_DF_001220_20150621_F00100088:458-467	m.06zrg5s	ORG
Electoral College	ENG_DF_000259_20150616_F001000CX:10502-10518	m.0lq3t	ORG
Tukur Buratai	ENG_NW_001435_20150718_F0010006O:440-452	NIL	PER
Tukur Buratai	ENG_NW_001399_20150719_F0010005E:4663-4675	NIL	PER
Tukur Buratai	ENG_NW_001399_20150719_F0010005E:5420-5432	NIL	PER
whole foods	ENG_DF_001466_20150529_F001000CL:4583-4593	m.02xf2l	FAC
Pitt Street	ENG_DF_000300_20150426_F0010008U:7315-7325	m.03_nsd	LOC
South Africa	ENG_NW_001462_20150618_F0010006X:898-909	m.0hzlz	GPE
South Africa	ENG_NW_001440_20150709_F0010006V:1345-1356	m.0hzlz	GPE
South Africa	ENG_NW_001411_20150626_F0010005X:5899-5910	m.0hzlz	GPE
South Africa	ENG_DF_001471_20150528_F001000D2:12078-12089	m.0hzlz	GPE
South Africa	ENG_DF_001471_20150528_F001000D2:14411-14422	m.0hzlz	GPE
South Africa	ENG_NW_001382_20150619_F0010004V:5157-5168	m.0hzlz	GPE
South Africa	ENG_DF_001472_20150527_F001000D3:10977-10988	m.0hzlz	GPE
South Africa	ENG_DF_000317_20150528_F001000D6:16046-16057	m.0hzlz	GPE
West Africa	ENG_DF_000380_20150606_F001000D0:706-716	m.0hqjh	LOC
West Africa	ENG_DF_000317_20150426_F001000DF:139-149	m.0hqjh	LOC
Burger King	ENG_DF_001466_20150714_F001000CM:5630-5640	m.01601q	FAC
Burger King	ENG_DF_001466_20150714_F001000CM:5824-5834	m.01601q	FAC
Burger King	ENG_DF_001220_20150621_F00100088:18167-18177	m.01601q	FAC
Associated Press	ENG_NW_001390_20150627_F00100053:7335-7350	m.0cv_2	ORG
Maiduguri airport	ENG_NW_001463_20150413_F0010006Z:436-452	m.0281fkx	FAC
Maiduguri Airport	ENG_NW_001463_20150413_F0010006Z:476-492	m.0281fkx	FAC
Borno state	ENG_NW_001405_20150629_F0010005N:667-677	m.06xjkq	GPE
Borno state	ENG_NW_001405_20150629_F0010005N:2180-2190	m.06xjkq	GPE
Borno State	ENG_NW_001399_20150719_F0010005E:920-930	m.06xjkq	GPE
Borno State	ENG_NW_001399_20150719_F0010005E:2852-2862	m.06xjkq	GPE
Borno state	ENG_NW_001399_20150719_F0010005E:6141-6151	m.06xjkq	GPE
Borno state	ENG_NW_001399_20150719_F0010005E:6306-6316	m.06xjkq	GPE
Borno state	ENG_NW_001399_20150719_F0010005E:12820-12830	m.06xjkq	GPE
Borno state	ENG_NW_001399_20150719_F0010005E:12985-12995	m.06xjkq	GPE
Borno state	ENG_NW_001400_20150714_F0010005F:1352-1362	m.06xjkq	GPE
Borno state	ENG_NW_001400_20150714_F0010005F:2592-2602	m.06xjkq	GPE
Borno State	ENG_NW_001435_20150718_F0010006O:4224-4234	m.06xjkq	GPE
Wall Street	ENG_NW_001415_20150714_F00100061:3961-3971	m.09937	FAC
Wall Street	ENG_NW_001407_20150715_F0010005R:1810-1820	m.09937	FAC
Wall Street	ENG_DF_001490_20150709_F00100087:17904-17914	m.09937	FAC
Wall Street	ENG_DF_001485_20150612_F001000E0:5827-5837	m.09937	FAC
Swiss police	ENG_NW_001428_20150527_F0010006G:2477-2488	m.02hnhx	ORG
Swiss police	ENG_NW_001428_20150527_F0010006G:3273-3284	m.02hnhx	ORG
Swiss police	ENG_DF_000249_20150527_F001000D5:2921-2932	m.02hnhx	ORG
Swiss police	ENG_DF_001473_20150527_F001000D4:6398-6409	m.02hnhx	ORG
Swiss police	ENG_DF_001473_20150527_F001000D4:11008-11019	m.02hnhx	ORG
Swiss police	ENG_DF_001467_20150527_F001000CQ:1577-1588	m.02hnhx	ORG
Amelia Roof	ENG_NW_001432_20150622_F0010006L:4160-4170	NIL	PER
Amelia Roof	ENG_NW_001432_20150627_F0010006K:6761-6771	NIL	PER
Amelia Roof	ENG_NW_001432_20150627_F0010006K:6971-6981	NIL	PER
North Korean	ENG_DF_001222_20150602_F001000DL:25309-25320	m.05b7q	GPE
North Korean	ENG_DF_001222_20150602_F001000DL:25463-25474	m.05b7q	GPE
Puerto Rico	ENG_NW_001410_20150611_F0010005U:7000-7010	m.05r7t	GPE
Baltimore police	ENG_NW_001437_20150426_F0010006R:249-264	m.098sfc	ORG
Baltimore police	ENG_NW_001437_20150426_F0010006R:332-347	m.098sfc	ORG
Baltimore Police	ENG_NW_001437_20150426_F0010006R:994-1009	m.098sfc	ORG
Baltimore police	ENG_DF_001477_20150709_F001000DA:743-758	m.098sfc	ORG
Baltimore police	ENG_DF_001477_20150709_F001000DA:863-878	m.098sfc	ORG
Baltimore police	ENG_DF_001476_20150428_F001000D9:373-388	m.098sfc	ORG
Baltimore police	ENG_DF_001476_20150428_F001000D9:13241-13256	m.098sfc	ORG
Baltimore police	ENG_NW_001379_20150428_F0010004S:2113-2128	m.098sfc	ORG
Baltimore police	ENG_NW_001379_20150428_F0010004S:5403-5418	m.098sfc	ORG
Baltimore police	ENG_NW_001418_20150428_F00100065:2086-2101	m.098sfc	ORG
Baltimore Police	ENG_NW_001418_20150428_F00100065:2858-2873	m.098sfc	ORG
Baltimore Police	ENG_DF_001492_20150530_F0010008B:2428-2443	m.098sfc	ORG
Baltimore Police	ENG_NW_001392_20150428_F00100055:2311-2326	m.098sfc	ORG
Baltimore Police	ENG_DF_000261_20150428_F00100089:669-684	m.098sfc	ORG
Baltimore police	ENG_NW_001414_20150428_F00100060:2909-2924	m.098sfc	ORG
North Carolina	ENG_NW_001462_20150618_F0010006X:2610-2623	m.05fkf	GPE
North Carolina	ENG_NW_001394_20150716_F00100057:2548-2561	m.05fkf	GPE
North Carolina	ENG_NW_001382_20150619_F0010004V:4730-4743	m.05fkf	GPE
North Carolina	ENG_NW_001382_20150619_F0010004V:10487-10500	m.05fkf	GPE
Jack Warner	ENG_NW_001387_20150601_F0010004Z:1146-1156	m.074byn	PER
Jack Warner	ENG_NW_001387_20150601_F0010004Z:2531-2541	m.074byn	PER
Jack Warner	ENG_NW_001387_20150601_F0010004Z:2881-2891	m.074byn	PER
Jack Warner	ENG_NW_001416_20150716_F00100062:3858-3868	m.074byn	PER
Jack Warner	ENG_DF_001467_20150527_F001000CQ:4478-4488	m.074byn	PER
Jack Warner	ENG_DF_001467_20150527_F001000CQ:4669-4679	m.074byn	PER
Jack Warner	ENG_DF_001467_20150527_F001000CQ:5651-5661	m.074byn	PER
Jack Warner	ENG_NW_001428_20150527_F0010006G:5534-5544	m.074byn	PER
Jack Warner	ENG_NW_001001_20150719_F00100059:1500-1510	m.074byn	PER
Jack Warner	ENG_NW_001440_20150709_F0010006V:2209-2219	m.074byn	PER
West Virginia	ENG_DF_000367_20150408_F001000CK:100-112	m.081mh	GPE
West Virginia	ENG_DF_000367_20150408_F001000CK:229-241	m.081mh	GPE
West Virginia	ENG_DF_000367_20150408_F001000CK:614-626	m.081mh	GPE
West Virginia	ENG_DF_000367_20150408_F001000CK:718-730	m.081mh	GPE
West Virginia	ENG_DF_000367_20150408_F001000CK:2856-2868	m.081mh	GPE
the Atlantic	ENG_NW_001423_20150107_F0010006B:3716-3727	m.0137v8	ORG
the Atlantic	ENG_NW_001426_20150624_F0010006E:5055-5066	m.0137v8	ORG
Sky News	ENG_NW_001387_20150601_F0010004Z:416-423	m.01fp7c	ORG
Sky News	ENG_NW_001387_20150601_F0010004Z:487-494	m.01fp7c	ORG
Sky News	ENG_NW_001387_20150601_F0010004Z:2466-2473	m.01fp7c	ORG
Sky News	ENG_NW_001437_20150627_F0010006S:3070-3077	m.01fp7c	ORG
Sky News	ENG_NW_001437_20150627_F0010006S:4275-4282	m.01fp7c	ORG
Sky News	ENG_DF_001483_20150626_F001000DU:635-642	m.01fp7c	ORG
Sky News	ENG_DF_001483_20150626_F001000DU:11746-11753	m.01fp7c	ORG
Sky News	ENG_DF_001488_20150107_F001000E1:11499-11506	m.01fp7c	ORG
United States	ENG_NW_001440_20150709_F0010006V:696-708	m.09c7w0	GPE
United States	ENG_NW_001440_20150709_F0010006V:1867-1879	m.09c7w0	GPE
United States	ENG_DF_001220_20150621_F00100088:9464-9476	m.09c7w0	GPE
United States	ENG_DF_001220_20150621_F00100088:9652-9664	m.09c7w0	GPE
United States	ENG_NW_001427_20150718_F0010006F:4592-4604	m.09c7w0	GPE
United States	ENG_NW_001407_20150715_F0010005R:8945-8957	m.09c7w0	GPE
Tel Aviv	ENG_DF_001485_20150612_F001000E0:11225-11232	m.07qzv	GPE
Islamic State	ENG_NW_001437_20150627_F0010006S:267-279	m.07v2k4	ORG
Islamic State	ENG_DF_001237_20150307_F0010008T:112-124	m.07v2k4	ORG
Islamic State	ENG_DF_001237_20150307_F0010008T:3635-3647	m.07v2k4	ORG
Islamic State	ENG_DF_001237_20150307_F0010008T:7514-7526	m.07v2k4	ORG
Islamic State	ENG_NW_001422_20150628_F0010006A:1592-1604	m.07v2k4	ORG
Islamic State	ENG_NW_001422_20150628_F0010006A:5076-5088	m.07v2k4	ORG
Islamic State	ENG_NW_001408_20150629_F0010005S:3973-3985	m.07v2k4	ORG
Islamic State	ENG_DF_000317_20150426_F001000DF:122-134	m.07v2k4	ORG
Islamic State	ENG_DF_000317_20150426_F001000DF:436-448	m.07v2k4	ORG
Islamic state	ENG_DF_000317_20150426_F001000DF:1302-1314	m.07v2k4	ORG
Islamic state	ENG_DF_000317_20150426_F001000DF:4492-4504	m.07v2k4	ORG
Islamic State	ENG_NW_001387_20150626_F00100050:2110-2122	m.07v2k4	ORG
Islamic State	ENG_NW_001463_20150720_F0010006Y:2938-2950	m.07v2k4	ORG
Islamic State	ENG_NW_001402_20150109_F0010005I:8560-8572	m.07v2k4	ORG
middle east	ENG_DF_000170_20150219_F0010008Z:3551-3561	m.04wsz	LOC
middle east	ENG_DF_000170_20150219_F0010008Z:4431-4441	m.04wsz	LOC
middle east	ENG_DF_000170_20150219_F0010008Z:6088-6098	m.04wsz	LOC
middle east	ENG_DF_000170_20150219_F0010008Z:7748-7758	m.04wsz	LOC
Middle East	ENG_DF_001483_20150626_F001000DU:5681-5691	m.04wsz	LOC
Middle East	ENG_DF_001483_20150626_F001000DU:8133-8143	m.04wsz	LOC
Middle East	ENG_DF_001483_20150626_F001000DU:10972-10982	m.04wsz	LOC
middle east	ENG_DF_001483_20150626_F001000DU:11065-11075	m.04wsz	LOC
Middle East	ENG_DF_001483_20150626_F001000DU:11367-11377	m.04wsz	LOC
middle east	ENG_DF_001483_20150626_F001000DU:12928-12938	m.04wsz	LOC
Middle East	ENG_NW_001437_20150627_F0010006S:555-565	m.04wsz	LOC
Middle East	ENG_DF_001237_20150307_F0010008T:2769-2779	m.04wsz	LOC
Middle East	ENG_DF_001237_20150307_F0010008T:3718-3728	m.04wsz	LOC
Middle East	ENG_NW_001413_20150715_F0010005Z:5078-5088	m.04wsz	LOC
middle east	ENG_DF_000317_20150426_F001000DF:1256-1266	m.04wsz	LOC
middle east	ENG_DF_000317_20150426_F001000DF:4446-4456	m.04wsz	LOC
Middle East	ENG_NW_001418_20150709_F00100066:3326-3336	m.04wsz	LOC
Middle East	ENG_DF_001485_20150702_F001000DS:1699-1709	m.04wsz	LOC
middle east	ENG_DF_001230_20150107_F001000DZ:4409-4419	m.04wsz	LOC
Middle East	ENG_NW_001398_20150710_F0010005D:5530-5540	m.04wsz	LOC
